id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
721991939278247504,GuestReady - The Bare Necessities in Salford Quays,480389056,Thulasi,Salford,Salford District,53.47163,-2.29256,Entire home/apt,71,2,4,2022-11-27,1.64,1,0,4,
722146896831079045,"Room with parking near the airport, Females Only",278705595,Maya,Manchester,Brooklands,53.40692,-2.29357,Private room,22,1,22,2022-12-03,7.25,2,247,22,
722193730041013965,SKY HIGH VIEW Manchester City Centre Room only,203733545,Nisha,Manchester,City Centre,53.4734,-2.23893,Private room,69,1,20,2022-12-11,6.90,1,32,20,
722308757898982771,"Calm, Peaceful 2 beds home 2have
All in 1 Place",227396320,Neige,Manchester,Miles Platting and Newton Heath,53.49228,-2.212,Entire home/apt,2634,2,9,2022-12-11,2.90,2,167,9,
722485777502668961,"Large Double Bedroom in Levenshulme, Manchester",93878369,Lizzie,Manchester,Levenshulme,53.44473,-2.19714,Private room,34,1,3,2022-11-03,1.36,2,161,3,
722984712907916649,Lovely one-bedroom rental Unit in Manchester.,169832579,Morgan,Salford,Salford District,53.47731,-2.2631,Entire home/apt,115,1,6,2022-12-04,2.47,1,160,6,
723036101336473702,Room in shared apartment with free parking,130414291,Lauren,Salford,Salford District,53.47329,-2.28829,Private room,22,1,2,2022-10-02,0.68,1,90,2,
723575905172027600,Caldecott House - Close to M60 and M62,56216078,Bee Stays,Manchester,Higher Blackley,53.53579,-2.2335,Entire home/apt,145,2,2,2022-12-11,2,2,28,2,
723598099248806684,Lux Home by City Centre 5bedrooms 3bath & Parking,253698329,HomesWorth Stays,Salford,Salford District,53.49359,-2.26231,Entire home/apt,502,3,1,2022-10-17,0.42,3,222,1,
723632186967384302,Spacious 3 BR house with garden nr Mcr City centre,480419586,Catherine,Bury,Bury District,53.52435,-2.28896,Entire home/apt,120,1,0,,,1,363,0,
723855290625991347,maisonette with patio 1 double bed,440993457,Kam,Trafford,Trafford District,53.461708588579725,-2.3546750843524933,Entire home/apt,75,2,9,2022-12-03,3.38,1,264,9,
723944865427966917,"Treetops by Stepping Hill
Modern 1 bed ensuite b&b",481003950,Hazel,Stockport,Stockport District,53.3731777,-2.1434763,Private room,45,1,6,2022-11-21,2.40,2,345,6,
723962105313081593,Private room in Large stylish home with park views,163050414,Dan,Bolton,Bolton District,53.56652,-2.37609,Private room,48,1,1,2022-10-06,0.36,2,327,1,
724285911183464959,"Cheerful 2 bed home, 1 to book. In Hollingworth.",481064620,Peter,Tameside,Tameside District,53.46249,-1.9928,Private room,40,1,5,2022-11-20,1.88,1,359,5,
724311972254935151,Stylish 3-bedroom house close to city centre,256939611,Martin,Manchester,Miles Platting and Newton Heath,53.492476,-2.2128297,Entire home/apt,99,1,5,2022-12-04,2.88,1,345,5,
724391324510178732,The Coach House Carrington,481081255,Michael,Trafford,Trafford District,53.4317783,-2.3835477,Entire home/apt,210,2,1,2022-10-09,0.37,1,180,1,
724459179813272917,Stunning Mill Apartment,427947769,Christopher,Manchester,Bradford,53.48083,-2.21952,Entire home/apt,91,2,9,2022-12-23,3.38,3,120,9,
724469130626196965,Cosy home in a semi-rural yet convenient area,202291322,Victoria,Rochdale,Rochdale District,53.58791,-2.25577,Private room,56,1,5,2022-12-18,1.81,1,172,5,
724499285768253768,Stylish Master Bedroom on Chorlton Green,481105796,Alastair,Manchester,Chorlton,53.43868,-2.28494,Private room,45,1,7,2022-12-18,2.63,2,360,7,
724716385124615990,Lovely 1 double room with free parking,171477746,Hamna,Salford,Salford District,53.48401,-2.30727,Private room,35,3,1,2022-10-01,0.34,1,346,1,
724775003677680351,Fabulous 2 Bed Condo with free parking on premises,438171427,Wale,Manchester,Moss Side,53.45153,-2.23637,Entire home/apt,160,1,0,,,3,295,0,
725046445709406422,Lovely one bed flat with free parking on site,481216463,Louise,Salford,Salford District,53.48871,-2.3453,Entire home/apt,65,1,19,2022-12-18,6.95,1,352,19,
725069148756570979,Great 2 bedroom apartment in Stockport,337381649,Avenue,Stockport,Stockport District,53.40795,-2.16065,Entire home/apt,250,1,0,,,8,365,0,
725092029522472226,Luxury Double/Twin Room with En-Suite in WN1,421080986,Mohammed Moshin,Wigan,Wigan District,53.54291,-2.61913,Private room,52,1,1,2022-10-03,0.35,6,336,1,
725092088099513953,Luxury Double Twin Room Private Bathroom in WN1,421080986,Mohammed Moshin,Wigan,Wigan District,53.54286,-2.62092,Private room,52,1,1,2022-10-05,0.36,6,308,1,
725092146694881300,Darlington Suites Double  with En-Suite in WN1,421080986,Mohammed Moshin,Wigan,Wigan District,53.54312,-2.62053,Private room,52,1,1,2022-10-08,0.37,6,347,1,
725093210436986572,Darlington Suites Double Room with En-Suite in WN1,421080986,Mohammed Moshin,Wigan,Wigan District,53.54311,-2.61888,Private room,52,1,1,2022-10-07,0.37,6,359,1,
725093330304126993,Darlington Suites Double Room with En-Suite in WN1,421080986,Mohammed Moshin,Wigan,Wigan District,53.5435,-2.61922,Private room,52,1,3,2022-11-17,1.30,6,338,3,
725093449098913270,Luxury Single Room with Private Bathroom in WN1,421080986,Mohammed Moshin,Wigan,Wigan District,53.54332,-2.6203,Private room,52,1,1,2022-10-30,0.51,6,356,1,
725194407469824426,"KozyGuru I 2BR 2 BathroomsI  Modern Apartment with Big Balcony I Hale Barns I Restaurants, Café, Supermarket Downstairs  I  *Cheshire Apartments*",435420929,Teresa,Trafford,Trafford District,53.36839,-2.31511,Entire home/apt,193,2,11,2022-12-21,4.23,23,65,11,
725360462532772159,Amazing 2 bedroom house in Salford,478245428,Sophie,Salford,Salford District,53.48353,-2.29432,Entire home/apt,133,14,1,2022-11-07,0.59,1,0,1,
725866314723764797,Lovely 1 bedroom Apartment/Flat,481374089,Laura,Manchester,City Centre,53.47609,-2.23901,Private room,180,2,0,,,2,364,0,
726434334041266300,"7).Studio,5min toUniversity,Hospital.Close to town",451993036,Leslie,Manchester,Moss Side,53.45789,-2.22688,Private room,64,5,0,,,7,312,0,
726565364858757128,Cosy double bedroom with parking in premises.,248155239,Anifa,Wigan,Wigan District,53.54424,-2.59663,Private room,31,2,0,,,2,365,0,
726680083748691726,Private room close to Manchester city centre,369624884,Kevin And Laura,Manchester,Levenshulme,53.43894659999999,-2.1864842,Private room,72,2,2,2022-11-07,0.86,55,63,2,
726690266872185165,2 bedroom stylish suite city Center next to tram,300749948,Ace,Manchester,Hulme,53.47278,-2.26112,Entire home/apt,88,30,0,,,15,365,0,
726809297076043918,Room in shared apartment with lake side view,276544058,Mark,Trafford,Trafford District,53.47169,-2.30135,Private room,80,1,4,2022-12-12,1.50,1,361,4,
726955442183431786,Lovely City Centre 2bed Sleeps 4 Stay longer &Save,232104144,Felix,Manchester,Ancoats and Clayton,53.48519848405157,-2.2361462711214752,Entire home/apt,119,183,10,2022-12-11,3.75,4,324,10,
727287709646322682,Modern 2 bed en suite apartment in Manchester,260853588,Adim,Trafford,Trafford District,53.46596,-2.28688,Entire home/apt,103,2,2,2022-12-25,2,1,208,2,
727421418355607351,City Centre 2-Bed | New | Free Wi-Fi | Central,465390598,Staycay,Salford,Salford District,53.4877806,-2.2637184,Entire home/apt,70,2,8,2022-12-21,3.20,4,216,8,
727448942860274355,Modern Aesthetic Cozy Apartment,418909172,Gin @Staycasa Accommodation,Manchester,Ancoats and Clayton,53.4883529,-2.2331019,Entire home/apt,131,1,1,2022-10-09,0.37,14,359,1,
727453094779609409,King Studio çift kişilik özel oda,460316840,Baran,Salford,Salford District,53.48787,-2.33125,Private room,171,1,0,,,15,94,0,
727518596113530004,Beautiful 3 bedroom home in Manchester,70552483,Faris,Manchester,Didsbury East,53.4057586,-2.2226145,Entire home/apt,96,1,17,2022-12-26,6.30,1,8,17,
727601044325041318,Brand new 2 bedroom apartment City Center metro,397190342,Amaz,Manchester,Hulme,53.46976,-2.2636,Entire home/apt,108,7,1,2022-11-20,0.79,5,365,1,
727650749451795715,Lovely 2 -bedroom condo in Manchester City centre,262284288,George,Manchester,Ancoats and Clayton,53.48541,-2.23882,Entire home/apt,107,2,6,2022-11-28,3.05,7,152,6,
727886632498454597,"Moda House - Stylish 4 Bed House in Pemberton, Wigan",474164611,Moda,Wigan,Wigan District,53.53591,-2.66425,Entire home/apt,133,1,1,2022-10-24,0.46,2,311,1,
727970141881654097,Rivington View. Modern 3 bed with stunning views,447449058,Lindsay,Bolton,Bolton District,53.59662,-2.53677,Entire home/apt,118,2,11,2022-12-10,4.52,1,328,11,
727982360896925460,Cosy room in Hulme town house.,18578385,Laurel,Manchester,Hulme,53.46562462159351,-2.253152526983635,Private room,23,90,2,2022-11-11,1.03,2,117,2,
728014081096732033,Cosy private room 7mins away from CC,369624884,Kevin And Laura,Manchester,Levenshulme,53.43926,-2.18593,Private room,38,2,0,,,55,70,0,
728059077377439741,Modern Private Room - Walk to City Centre!,369624884,Kevin And Laura,Manchester,Levenshulme,53.43789,-2.1867,Private room,38,2,1,2022-11-11,0.64,55,88,1,
728092717685873763,Comfy bedroom near Manchester's centre,369624884,Kevin And Laura,Manchester,Levenshulme,53.43917,-2.18547,Private room,38,2,0,,,55,46,0,
728099272103306690,Quiet 3-Bedroom Home-from-home with Free Parking,343323058,Mohsin,Rochdale,Rochdale District,53.61041,-2.21178,Entire home/apt,137,7,0,,,1,85,0,
728144633566589136,Homely bedroom by Manchester City Centre,369624884,Kevin And Laura,Manchester,Levenshulme,53.43862,-2.18718,Private room,74,2,0,,,55,76,0,
728546988917011703,Stylish City Center 2 bedroom New apartment,300749948,Ace,Manchester,Hulme,53.47229,-2.26146,Entire home/apt,108,30,0,,,15,365,0,
728689465990557007,Ancoats Duplex 2bed 2bath with Balcony,31396453,Michelle,Manchester,Ancoats and Clayton,53.4850083,-2.2315633,Entire home/apt,164,2,10,2022-12-21,4.55,11,321,10,
728715550643279590,Relocation | Business | Families -40% OFF- Monthly,481667463,Darko Estates,Salford,Salford District,53.52111,-2.39888,Entire home/apt,138,3,2,2022-11-20,0.94,5,357,2,
728728583822130461,*LastMinDeals* |10%OFF|Business|Leisure|Family,481667463,Darko Estates,Salford,Salford District,53.52116,-2.39867,Entire home/apt,138,3,0,,,5,330,0,
728742013855044685,50% OFF MonthlyStay Business&Relocation - 1BedApt,481667463,Darko Estates,Salford,Salford District,53.52294,-2.4004,Entire home/apt,138,3,0,,,5,353,0,
728747459619765410,Relocation | Business | Families -40% OFF- Monthly,481667463,Darko Estates,Salford,Salford District,53.52177,-2.39871,Entire home/apt,138,3,2,2022-12-01,1.02,5,346,2,
728753743798695432,Relocation | Business | Families -50% OFF- Monthly,481667463,Darko Estates,Salford,Salford District,53.52275,-2.40073,Entire home/apt,142,3,0,,,5,329,0,
728848241774439090,Elegant 4 Bedroom House - Parking - Garden,152788806,Pass The Property,Manchester,Ardwick,53.46784,-2.19564,Entire home/apt,244,2,0,,,34,354,0,
728858613731089394,Manchester Northern Quarter /City center,16533056,Nabil,Manchester,City Centre,53.47892,-2.2318,Entire home/apt,250,3,0,,,1,365,0,
729007189311373008,Geo 1 Bed flat in Chorlton | leisure & business,456342624,Rex At Buzzin Accommodation,Manchester,Chorlton,53.44466,-2.27738,Entire home/apt,76,2,3,2022-11-20,1.23,7,88,3,
729420396154081812,Cheerful 3 bedroom entire home - newly furnished,263860267,Zahid,Stockport,Stockport District,53.387468,-2.1664982,Entire home/apt,115,1,12,2022-12-27,4.68,2,362,12,
729460091622189437,Lovely 2 bed duplex with free parking,448845156,Helena,Salford,Salford District,53.48056,-2.2681,Entire home/apt,100,2,3,2022-10-29,1.23,5,329,3,
729480465605753280,Cheerful 3 Bedroom home in Wigan - Ince - sleeps 7,482030294,Kimberley,Wigan,Wigan District,53.5414846,-2.6008514,Entire home/apt,95,2,3,2022-12-11,1.23,1,347,3,
729506211723607990,3 Bath Contemporary Victorian Near Attractions,3432132,Joe And Steph,Trafford,Trafford District,53.458416552063,-2.2593345645568896,Entire home/apt,165,2,5,2022-12-04,3.33,1,340,5,
729533337080634270,Cheerful 3-bedroom home - free parking on premises,443254224,Patrick,Manchester,Brooklands,53.40677,-2.30662,Entire home/apt,175,2,2,2022-11-20,1.00,2,270,2,
729554329072782840,Hazel Grove / Bramhall   Extra Huge  Double Room,259591120,Larkin,Stockport,Stockport District,53.37301,-2.1457,Private room,48,7,0,,,1,365,0,
729610091642574655,Comfortable central room.,8632247,Yojaicen,Manchester,Bradford,53.47417,-2.20755,Private room,42,1,7,2022-11-11,2.84,4,141,7,
729635682350330431,Modern and Stylish Studio Apartment in Manchester,11570657,Helen & Ally,Salford,Salford District,53.47339,-2.28573,Entire home/apt,61,3,5,2022-11-30,1.88,48,176,5,
729751829542274848,Room with en-suite bathroom,4129187,Ash,Manchester,Whalley Range,53.44962,-2.24558,Private room,35,2,6,2022-12-11,3.05,6,168,6,
730030307279917654,Homely Private Room in Greater Manchester,366872347,Josh,Rochdale,Rochdale District,53.59182,-2.14228,Private room,69,1,0,,,1,365,0,
730071262836620399,Kingsize 1 bed flat everything but a kitchen sink!,13707060,Rebecca,Manchester,Whalley Range,53.4417494,-2.2686088,Entire home/apt,90,1,20,2022-12-21,7.69,1,325,20,
730132760582966005,Great 2 bedroom apartment,337381649,Avenue,Stockport,Stockport District,53.40982,-2.15875,Entire home/apt,250,1,0,,,8,365,0,
730158293444625397,Stunning 1 bedroom apartment,337381649,Avenue,Stockport,Stockport District,53.40945,-2.15939,Entire home/apt,150,1,1,2022-10-24,0.46,8,365,1,
730189889692276194,Impeccable 1-BR Flat Close to Manchester Central,239799206,Anna AirRock,Salford,Salford District,53.48622,-2.26547,Entire home/apt,148,2,0,,,6,345,0,
730193752468946396,A High End 1 Bedroom Flat in Manchester Central.,239799206,Anna AirRock,Manchester,Ancoats and Clayton,53.48687,-2.23638,Entire home/apt,148,2,0,,,6,345,0,
730199987230506655,Bright Private Room- en-suite - brand new kitchen,263860267,Zahid,Stockport,Stockport District,53.387,-2.16717,Private room,65,1,1,2022-10-06,0.36,2,360,1,
730203671965900033,Lovely 2 bed apartment near city with free parking,448845156,Helena,Salford,Salford District,53.48013,-2.26748,Entire home/apt,100,2,5,2022-12-11,1.90,5,353,5,
730210147459530470,City center 5 minutes walk from deans-gate station,62251816,Talha,Manchester,City Centre,53.47308,-2.25809,Private room,91,1,1,2022-11-13,0.67,1,145,1,
730220650796185759,Nice Double bedroom and office  *females only,93957250,Laura,Bury,Bury District,53.59285,-2.31808,Private room,40,1,7,2022-12-03,2.96,1,364,7,
730441684979163326,"luxury 1 bed, king bed, balcony",159879350,Marcus,Salford,Salford District,53.47948,-2.26627,Entire home/apt,96,1,3,2022-12-16,1.53,6,343,3,
730467658637691659,Student Accommodations (Room share),482246001,Kamran,Manchester,Rusholme,53.4545093,-2.2084696,Shared room,20,3,0,,,7,180,0,
730473788516476045,Fantastic basement flat with free parking,459019638,Paul,Trafford,Trafford District,53.424087952842896,-2.315838038921356,Entire home/apt,89,2,6,2022-11-27,2.77,2,241,6,
730521910431730460,Lovely 2-bedroom condo with balcony,159879350,Marcus,Salford,Salford District,53.4866,-2.24783,Entire home/apt,143,1,0,,,6,344,0,
730934903892372581,NEW Bright Townhouse 10 Minutes to City Centre,22002413,Charis,Oldham,Oldham District,53.50347,-2.17089,Entire home/apt,95,2,2,2022-11-20,1.33,10,177,2,
730983018053214606,"Spacious, Cozy, Modern 3 bedroom House in Horwich!",57440259,Dns,Bolton,Bolton District,53.59252251029497,-2.54133403301239,Entire home/apt,100,2,2,2022-11-18,0.79,1,359,2,
731008726602491964,Cosy 4 bedrooms house close to City Centre,460012242,Bea,Manchester,Cheetham,53.49907,-2.22287,Entire home/apt,300,3,0,,,13,349,0,
731018589807613492,Cosy 1 Double Private Bedroom in a shared house,460012242,Bea,Manchester,Cheetham,53.49992,-2.22202,Private room,46,4,6,2022-12-17,2.86,13,359,6,
731182328753675606,Beautiful room in apartment close Sansom Academy,238682675,Kieron,Salford,Salford District,53.5182534,-2.3599641,Shared room,30,25,0,,,3,360,0,
731300005696741984,New build clean and stylish home,96837976,Adam,Salford,Salford District,53.50182,-2.27494,Private room,37,1,22,2022-12-23,8.80,1,299,22,
731586644704095905,Cosy 1 Private Double Bedroom in a shared house,460012242,Bea,Manchester,Cheetham,53.50001,-2.22147,Private room,46,4,2,2022-10-31,0.92,13,358,2,
731605522250621070,Cosy Single Private Room in a shared house,460012242,Bea,Manchester,Cheetham,53.49988,-2.2219,Private room,41,4,1,2022-12-24,1,13,349,1,
731611390923220662,Cosy Double Private Bedroom in a shared house,460012242,Bea,Manchester,Cheetham,53.49907,-2.22171,Private room,46,4,1,2022-11-30,1,13,356,1,
731673260782908465,Stunning City Centre Home with Free Secure Parking,28305766,City Superhost,Manchester,Ancoats and Clayton,53.48590479660594,-2.2341449931263924,Entire home/apt,152,1,14,2022-12-16,5.32,56,91,14,
731721083665072873,Stylish Hi-Rise Apartment,135203785,George,Manchester,City Centre,53.47695,-2.2479,Private room,111,2,6,2022-12-17,2.47,1,0,6,
731924400370855811,2 Bedrooms Home - Etihad Stadium.,476912048,Christine,Manchester,Bradford,53.47748,-2.18822,Entire home/apt,147,1,0,,,1,153,0,
732342599550587582,corporate/contractor worker accommodation,185614612,Anton,Oldham,Oldham District,53.51225,-2.1589,Entire home/apt,30,5,2,2022-11-17,0.80,2,83,2,
732349941193600414,Central 1 Bedroom City Centre Flat,28305766,City Superhost,Salford,Salford District,53.48652,-2.24973,Entire home/apt,131,1,7,2022-11-20,3.44,56,270,7,
732411091655542861,Starview Apartment -  Manchester Airport,394030264,Starview Apartments,Manchester,Woodhouse Park,53.36701,-2.25385,Entire home/apt,169,3,0,,,1,358,0,
732596382419405807,Beautiful & elegant apartment,276005510,Jules,Manchester,Chorlton,53.43841,-2.28241,Entire home/apt,216,2,8,2022-12-19,3.33,2,345,8,
733137685013354976,"Lovely Modern 2 Bed Flat /w parking, close to town",87277835,Andy,Manchester,Hulme,53.46668,-2.25112,Entire home/apt,159,2,7,2022-12-01,2.88,2,322,7,
733153470228756547,Loft Style Space Manchester,59365132,Mark,Salford,Salford District,53.48494,-2.25681,Entire home/apt,70,2,6,2022-12-04,2.77,2,210,6,
733288405342195574,Stylish Central Bolton Apartment,152788806,Pass The Property,Bolton,Bolton District,53.5771,-2.42878,Entire home/apt,119,1,2,2022-10-30,0.82,34,349,2,
733296917452567251,Stylish Gem in Central Bolton,152788806,Pass The Property,Bolton,Bolton District,53.57742,-2.42935,Entire home/apt,119,1,3,2022-10-30,1.23,34,357,3,
733922044651723451,"Modern barn in countryside, 20 mins to Manchester",13420760,Andrew,Wigan,Wigan District,53.51402148081832,-2.42770476190185,Entire home/apt,300,2,0,,,1,213,0,
733962286839950735,En-suite bedroom Salford,336254295,Jos,Salford,Salford District,53.50175,-2.28048,Private room,58,4,0,,,3,365,0,
733964390735466349,Private double-bed room,92342579,Loc,Salford,Salford District,53.49079589999999,-2.3108014,Private room,35,1,5,2022-12-11,1.97,1,128,5,
734457403996008177,Shared Room two,143874860,Benjamin,Tameside,Tameside District,53.46006,-2.00364,Entire home/apt,30,1,0,,,4,171,0,
