id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
46050384,"Double En-Suite, Sale , Greater Manchester",371143736,Belforte,Trafford,Trafford District,53.42614,-2.31485,Private room,97,1,9,2022-06-23,0.36,5,359,1,
46061904,Private room in Prestwich,24947912,Blanshi,Bury,Bury District,53.53406,-2.26809,Private room,55,1,12,2022-11-25,1.18,2,332,12,
46098876,"1 Single room Available 
Parking & Bus stop close",162697682,Kelvin,Oldham,Oldham District,53.55144,-2.08533,Private room,35,1,5,2022-12-09,0.34,2,60,4,
46182469,Elegant apartment in the heart of the city.,373009393,Samson,Manchester,Ancoats and Clayton,53.4878,-2.23203,Entire home/apt,65,1,14,2022-12-23,5.06,1,294,14,
46186751,Heart of West Didsbury.,99482173,Peter,Manchester,Didsbury West,53.42586,-2.23642,Entire home/apt,99,5,25,2022-12-17,1.13,1,157,15,
46216420,Holiday Let With Lake View,233367126,David,Rochdale,Rochdale District,53.63394,-2.10209,Entire home/apt,120,2,45,2022-12-07,2.35,1,327,27,
46254561,Modern Serviced Apartment 2,28749026,Denise,Wigan,Wigan District,53.54987,-2.64251,Entire home/apt,95,7,4,2022-06-11,0.23,3,268,1,
46265840,Small Double Room in the heart of Chorlton Green,27028147,Chester,Manchester,Chorlton,53.43677,-2.27871,Private room,44,1,39,2022-11-18,1.63,2,326,38,
46287394,MANCHESTER-LAVISH 1 BEDROOM APARTMENT SUITE,123745971,Especial,Manchester,City Centre,53.47878,-2.23246,Entire home/apt,210,2,2,2021-11-14,0.13,4,178,0,
46289053,Single Room only 2 miles from Aspire & Oldham Town,247284287,Imran,Oldham,Oldham District,53.5657,-2.12048,Private room,20,30,2,2022-10-23,0.40,4,306,2,
46323785,AN ENTICING-MANCHESTER 2BR-2BA APARTMENT SUITE,123745971,Especial,Manchester,City Centre,53.47911,-2.23086,Entire home/apt,330,2,1,2021-11-08,0.07,4,178,0,
46324758,OPULENCE-ONE OF A KIND 2BR-2BA APT IN MANCHESTER,123745971,Especial,Manchester,City Centre,53.47843,-2.23223,Entire home/apt,330,2,1,2021-08-29,0.06,4,178,0,
46329103,UNIQUE Loft 8min to CITY★Work&Leisure★FREE Parking,374989304,Martyna,Manchester,Harpurhey,53.50837,-2.21748,Entire home/apt,52,2,10,2022-12-04,0.41,3,157,8,
46352853,Lovely family home built for entertaining and fun,62653659,Anthony,Oldham,Oldham District,53.56713,-1.99885,Private room,75,1,0,,,1,364,0,
46368249,NEW & MODERN ★ 13min to City Centre ★ FREE Parking,374989304,Martyna,Manchester,Harpurhey,53.51001,-2.21755,Entire home/apt,54,2,31,2022-11-22,1.34,3,312,14,
46368684,2 bedroom apartment,301857866,Tracy,Bolton,Bolton District,53.59362,-2.54151,Entire home/apt,39,1,77,2022-12-11,3.81,4,347,52,
46406094,The Snug,14354475,Laura,Manchester,Didsbury West,53.42582,-2.24318,Entire home/apt,116,2,57,2022-12-05,2.45,22,313,31,
46446837,"Private Room, Salford 30min away - old Trafford",284320231,Andressa,Salford,Salford District,53.48685,-2.29336,Private room,65,1,3,2021-10-10,0.12,1,0,0,
46512400,Modern 2 Bedroom House (Greater Manchester),57603266,The Welcome Team,Manchester,Miles Platting and Newton Heath,53.49806,-2.17418,Entire home/apt,254,4,0,,,12,124,0,
46531405,A lovely 1bd apt in the most sought-after area,360660227,Joanna,Manchester,City Centre,53.47227,-2.24273,Entire home/apt,63,1,2,2021-07-18,0.11,1,0,0,
46558794,Luxury Central Hale Living,376495040,Emma,Trafford,Trafford District,53.37124,-2.33921,Entire home/apt,580,4,2,2021-11-12,0.13,1,362,0,
46639749,MODERN 8min to City ★ Work & Leisure ★FREE Parking,374989304,Martyna,Manchester,Harpurhey,53.50956,-2.21696,Entire home/apt,56,2,21,2022-11-24,0.87,3,147,4,
46641473,"Quayside Apartment Salford Quays, MediaCity & Park",17473725,Andy,Salford,Salford District,53.47415,-2.28702,Entire home/apt,41,2,1,2020-12-24,0.04,7,7,0,
46649241,"Studio (1) Private Entrance, Kitchen & En-Suite",182070924,Ms Galina A,Bolton,Bolton District,53.59775,-2.42983,Private room,45,1,68,2022-12-02,2.72,3,325,30,
46673290,Stylish and Spacious Apt for up to 4 w/ parking,377216552,Chidiebere-Pass The Keys,Manchester,Harpurhey,53.5016,-2.21575,Entire home/apt,75,2,0,,,1,1,0,
46704377,Cosy private room near Debdale park,27154797,Richard,Manchester,Gorton South,53.4558,-2.1567,Private room,25,3,17,2022-06-26,0.71,2,360,9,
46706683,Great family home with 2 lovely rooms to host you!,145517391,Muzamil,Manchester,Whalley Range,53.45083,-2.26916,Private room,70,7,0,,,1,365,0,
46720812,1 Bedroom Newton Apartment near Wigan Infirmary.,34026787,Wayne,Wigan,Wigan District,53.55451,-2.62552,Entire home/apt,111,3,8,2022-09-02,0.48,3,73,6,
46723324,Staycity Aparthotel Piccadilly One Bed Sleeps 3,206848657,Manchester Piccadilly,Manchester,City Centre,53.47851,-2.23221,Private room,174,1,10,2022-10-22,0.58,6,303,8,
46723605,Staycity Aparthotel Piccadilly One Bed Apartment,206848657,Manchester Piccadilly,Manchester,City Centre,53.47907,-2.23065,Private room,184,1,15,2022-09-11,0.83,6,354,7,
46723683,Staycity Aparthotel Piccadilly 2 Bedroom Apartment,206848657,Manchester Piccadilly,Manchester,City Centre,53.47897,-2.23259,Private room,246,1,12,2022-06-12,0.53,6,348,2,
46724451,Staycity Aparthotel Piccadilly 2 Bedroom Apartment,206848657,Manchester Piccadilly,Manchester,City Centre,53.47945,-2.23281,Private room,319,1,47,2022-11-27,2.41,6,352,6,
46724472,Staycity Aparthotel Piccadilly Accessible 2 Bed,206848657,Manchester Piccadilly,Manchester,City Centre,53.47907,-2.23216,Private room,319,1,2,2022-05-26,0.19,6,353,2,
46725621,Staycity Aparthotel Piccadilly 3 Bed Apartment,206848657,Manchester Piccadilly,Manchester,City Centre,53.47896,-2.23142,Private room,458,1,6,2022-04-03,0.31,6,348,1,
46754300,"Modern, stylish apt in didsbury in beautiful area",377847550,Javier,Manchester,Didsbury West,53.41928066232944,-2.2449496015906334,Entire home/apt,319,1,0,,,1,16,0,
46761268,New Beautiful Studio * Near Picc. * Inc Parking,55933045,Dan - BnBee,Manchester,Ardwick,53.47277,-2.22639,Entire home/apt,120,1,81,2022-12-23,3.60,18,296,32,
46765790,Park Drive (PD) - My-Places,4949917,My-Places,Manchester,Whalley Range,53.44946,-2.26819,Entire home/apt,672,1,3,2022-10-09,0.22,31,269,2,
46765793,Central Apartments (59) - My-Places,4949917,My-Places,Manchester,City Centre,53.4814,-2.23333,Private room,187,7,0,,,31,359,0,
46767164,"Wellington House Apartment 1, close to the Airport",17145557,Pillow,Stockport,Stockport District,53.39884,-2.15536,Entire home/apt,509,3,3,2022-04-10,0.19,10,179,1,
46767229,"Wellington House Apartment 2, close to the Airport",17145557,Pillow,Stockport,Stockport District,53.39887,-2.15511,Entire home/apt,562,3,7,2022-04-10,0.47,10,289,2,
46767281,Wellington House Apartment 3 close to Manchester Airport,17145557,Pillow,Stockport,Stockport District,53.39985,-2.15512,Entire home/apt,1019,3,2,2022-04-03,0.11,10,295,1,
46767314,"Wellington House Apartment 4, charming studio",17145557,Pillow,Stockport,Stockport District,53.39824,-2.15349,Entire home/apt,246,3,2,2022-03-26,0.16,10,365,1,
46767717,"Wellington House Apartment 6, spacious living area",17145557,Pillow,Stockport,Stockport District,53.39902,-2.15366,Entire home/apt,558,3,5,2021-12-05,0.29,10,289,0,
46817426,"Rochdale centre, Greater Manchester",378271921,Saj,Rochdale,Rochdale District,53.61499,-2.14951,Private room,94,1,4,2021-10-31,0.21,1,77,0,
46836808,MODERN CANAL-SIDE APARTMENT WITH EN SUITE,235836625,Melissa,Salford,Salford District,53.4796,-2.26517,Entire home/apt,114,2,7,2022-10-19,0.32,2,227,6,
46853812,The Brewery - Apartment 1,261936421,Mike,Stockport,Stockport District,53.40961,-2.1547,Entire home/apt,92,2,44,2022-12-03,2.06,4,314,16,
46854061,The Brewery - Apartment 2,261936421,Mike,Stockport,Stockport District,53.41155,-2.15546,Entire home/apt,92,2,29,2022-11-13,1.52,4,324,9,
46866339,Double Room with fantastic views of Manchester,204732834,Saima,Manchester,Hulme,53.47086,-2.26468,Private room,50,1,0,,,1,0,0,
46889840,"(4) Luxury Apartment - Hospital, City, Media City",258140817,Vikki,Salford,Salford District,53.48429,-2.3336,Entire home/apt,80,4,30,2022-11-30,1.33,12,344,13,
46889907,"(1) Luxury Apartment (Hospital,City,Media City)",258140817,Vikki,Salford,Salford District,53.48572,-2.33568,Entire home/apt,70,5,35,2022-11-23,1.54,12,352,16,
47027581,A HIDDEN GEM SLEEPS 8 PERFECT CITY LOCATION,90595989,Max,Stockport,Stockport District,53.40541,-2.15304,Entire home/apt,250,2,41,2022-12-03,1.70,4,361,23,
47041629,SunGate Cottage --Heaton Park,364459076,Ioan Paul,Manchester,Higher Blackley,53.53656,-2.23325,Private room,44,7,3,2022-06-13,0.20,1,236,1,
47051304,Lux Romantic Retreat-Valley Cottage-Super King Bed,302092166,Maggie,Stockport,Stockport District,53.41186,-2.20171,Entire home/apt,116,2,59,2022-12-11,2.43,3,0,30,
47092830,Spacious family home in Chorlton,334263418,Hayley,Manchester,Chorlton Park,53.43333,-2.27189,Entire home/apt,183,7,10,2022-08-07,0.56,11,1,3,
47115084,Cosy 1 Bedroom Apartment in Bolton,11570657,Helen & Ally,Bolton,Bolton District,53.58009,-2.4261,Entire home/apt,44,3,12,2022-12-04,0.59,48,173,8,
47119117,Spacious Manchester House - sleeps up to 8!,369624884,Kevin And Laura,Manchester,Ancoats and Clayton,53.48687,-2.18781,Entire home/apt,130,2,54,2022-10-20,2.30,55,31,23,
47119994,"The Works, One-bedroom flat - centre location.",262284288,George,Manchester,City Centre,53.48364,-2.23975,Entire home/apt,134,2,17,2022-10-13,0.69,7,216,7,
47137062,"Comfortable 1 bedroom Apartment, Bury",369624884,Kevin And Laura,Bury,Bury District,53.59826,-2.28277,Entire home/apt,81,2,24,2022-12-17,1.01,55,45,11,
47137405,"Comfortable Modern Apartment - Sleeps 4, Bury",369624884,Kevin And Laura,Bury,Bury District,53.5976,-2.28229,Entire home/apt,73,2,17,2022-12-10,0.70,55,49,11,
47137656,Large 2 Bed Modern Apartment - Sleeps up to 6 Bury,369624884,Kevin And Laura,Bury,Bury District,53.5981,-2.28205,Entire home/apt,86,2,31,2022-10-21,1.31,55,58,10,
47138346,Stylish Modern Apartment in Bury - Sleeps up to 4,369624884,Kevin And Laura,Bury,Bury District,53.59619,-2.28336,Entire home/apt,77,2,37,2022-08-28,1.56,55,16,9,
47170057,Fun and Stylish West Didsbury Flat,6478345,Jemma,Manchester,Old Moat,53.42985,-2.2405,Entire home/apt,116,1,71,2022-11-20,2.91,6,78,32,
47209434,Brand new 1 bedroom flat free parking Manchester,23637521,Khrissie & Rafael,Salford,Salford District,53.50191,-2.25937,Entire home/apt,65,2,27,2022-10-25,1.12,7,316,7,
47212101,"Private room, Manchester",49208675,Mishal,Salford,Salford District,53.4901,-2.29092,Private room,45,5,16,2022-09-30,0.96,3,119,8,
47247176,Luxury with a homely touch💯,351885349,Bernard,Salford,Salford District,53.48375,-2.25662,Entire home/apt,150,1,63,2022-09-25,2.66,1,65,22,
47254436,City Center luxury suite Market street Arndale 2/3,300749948,Ace,Salford,Salford District,53.487,-2.25253,Entire home/apt,88,30,1,2021-09-06,0.06,15,180,0,
47310626,Large double room in a spacious house,192342894,Liam,Tameside,Tameside District,53.47549,-2.11674,Private room,40,1,31,2022-12-04,1.47,1,125,27,
47312457,Single Room with bunk bed in a period terrace,179721033,Rachael,Tameside,Tameside District,53.47626,-2.11743,Private room,31,1,70,2022-12-11,3.33,1,123,49,
47328251,Unique 2bed apartment,901122,Mena,Salford,Salford District,53.47423,-2.29703,Entire home/apt,209,3,5,2022-06-27,0.32,8,173,2,
47357245,"Warm, clean and homely",379023411,Priscilla,Tameside,Tameside District,53.45162,-2.01717,Private room,40,1,9,2021-12-05,0.38,3,364,0,
47403811,"Family home,quiet room, close to airport",58590166,Hannah,Manchester,Sharston,53.39009,-2.24649,Private room,25,1,140,2022-12-13,7.17,3,333,95,
47405538,The Devoke. Stylish 3 bed boutique property.,373027835,Nicky,Manchester,Woodhouse Park,53.37622,-2.27397,Entire home/apt,92,3,97,2022-12-22,4.15,2,240,61,
47421397,City Center luxury apartment near Arndale,300749948,Ace,Salford,Salford District,53.48338,-2.2559,Entire home/apt,88,30,2,2022-01-05,0.12,15,89,1,
47459356,"Cosy, double ensuite room in spacious house.Tram.",210768056,Anna,Manchester,Miles Platting and Newton Heath,53.50337,-2.1848,Private room,29,1,3,2021-10-17,0.13,1,0,0,
47464037,The Orchid by Copper & Blossom,55651420,Josh,Manchester,Ancoats and Clayton,53.48559,-2.22996,Entire home/apt,525,1,0,,,3,323,0,
47464670,Onyx Suite by Copper & Blossom,55651420,Josh,Manchester,Ancoats and Clayton,53.48506,-2.23023,Private room,263,1,1,2022-06-23,0.16,3,322,1,
47464925,Panache Suite by Copper & Blossom,55651420,Josh,Manchester,Ancoats and Clayton,53.48624,-2.2314,Private room,263,1,0,,,3,322,0,
47485343,Garden Haus,14354475,Laura,Manchester,Chorlton Park,53.42592,-2.24431,Entire home/apt,246,2,53,2022-12-09,2.30,22,307,37,
47503221,Refurbished 2 Bedroom House (Farnworth),57603266,The Welcome Team,Bolton,Bolton District,53.55388,-2.40221,Entire home/apt,173,4,2,2022-01-05,0.14,12,124,1,
47509139,New Double room near City Centre with Parking,383467941,Calvin,Manchester,Miles Platting and Newton Heath,53.49094,-2.21632,Private room,36,1,0,,,1,0,0,
47531443,Stunning Bolton Abode,152788806,Pass The Property,Bolton,Bolton District,53.5774,-2.42755,Entire home/apt,127,1,1,2021-02-14,0.04,34,340,0,
47531686,Stylish Bolton Apartment,152788806,Pass The Property,Bolton,Bolton District,53.57811,-2.42746,Entire home/apt,119,1,9,2022-10-02,0.41,34,346,2,
47564243,Duplex loft apartment with private roof terrace.,3377163,Richard & Emily,Salford,Salford District,53.48273,-2.26383,Entire home/apt,159,3,13,2022-10-24,0.81,1,170,7,
47596443,Cosy Place in the Heart of Manchester,251536026,Nikolas,Manchester,City Centre,53.47229,-2.24227,Entire home/apt,70,7,3,2021-10-22,0.19,5,12,0,
47709351,"***Brand New*** Renovated Ground Floor, Prestwich",166762195,Gary,Bury,Bury District,53.52149,-2.27597,Entire home/apt,102,2,27,2022-11-13,1.18,4,324,14,
47726633,Two  Bedroom Apartment in the heart of Manchester,2331446,Mr,Manchester,Ancoats and Clayton,53.4875,-2.23287,Entire home/apt,84,3,10,2022-11-20,1.63,19,342,10,
47726824,2 Bedroom Apartment apartment 10 mins walk from CC,2331446,Mr,Manchester,Ancoats and Clayton,53.48775,-2.23331,Entire home/apt,124,28,2,2022-08-04,0.11,19,345,1,
47727126,"Modern home perfect for WFH, quick links to centre",263056982,Keighley,Tameside,Tameside District,53.47729,-2.14033,Entire home/apt,190,3,14,2022-10-31,0.60,1,195,3,
47733464,Room in Airy 🏡  access RHS Bridgewater Manchester,21430676,Alison,Salford,Salford District,53.50883,-2.36973,Private room,200,1,9,2022-04-17,0.44,1,269,1,
47792277,Manchester city Studio Close To Oxford Road,304320950,Unique Props,Manchester,City Centre,53.47463,-2.23871,Entire home/apt,61,300,12,2022-10-04,0.67,3,6,5,
47792484,Manchester Studio Media City- Panoramic Views,134730882,John,Salford,Salford District,53.47369,-2.2913,Entire home/apt,102,1,9,2022-10-15,0.43,6,274,3,
47815865,Private entrance. Double bedroom with en suite.,81477507,Lynsey,Manchester,Miles Platting and Newton Heath,53.48908,-2.21549,Private room,53,2,80,2022-12-11,4.42,1,62,52,
47817325,Refurbished 3 Bedroom House (Briscoe),57603266,The Welcome Team,Manchester,Miles Platting and Newton Heath,53.49988,-2.18023,Entire home/apt,379,4,2,2022-10-30,0.15,12,108,1,
47838052,cosy ground floor flat - near sale centre,382268966,Lyn,Trafford,Trafford District,53.42286,-2.30463,Entire home/apt,100,7,8,2022-10-26,0.59,2,288,7,
47842046,"Private Bedroom in Manchester, Great location",49208675,Mishal,Salford,Salford District,53.4896,-2.29156,Private room,49,5,15,2022-12-03,0.93,3,159,11,
47852329,"Ground floor, 2 bed modern living Appartment",27045680,Stephen,Trafford,Trafford District,53.41197,-2.34577,Entire home/apt,134,3,10,2022-10-31,1.12,4,285,10,
47866324,City centre private one - bedroom flat,262284288,George,Manchester,City Centre,53.48525,-2.24138,Entire home/apt,70,2,20,2022-11-11,0.86,7,261,13,
47896634,AIRPORT / HOSPITAL -  Large double,212086962,Kerry,Stockport,Stockport District,53.39442,-2.24332,Private room,67,1,15,2022-12-01,0.66,3,90,4,
47902210,Stylish Serviced Apartment in Central Manchester,235631670,Victoria,Manchester,City Centre,53.47704,-2.24146,Private room,102,7,37,2022-09-01,1.64,2,347,5,
47902742,Stylish Serviced Apartment in Manchester,235631670,Victoria,Manchester,City Centre,53.48565,-2.24381,Private room,107,7,35,2022-04-23,1.87,2,316,2,
47931334,"Beautiful, light and spacious 1 Bed Apartment",6792001,Tina,Manchester,Whalley Range,53.45713,-2.25912,Entire home/apt,80,2,8,2021-10-24,0.42,3,294,0,
47936373,Devonshire Suite,35614169,Benjamin,Salford,Salford District,53.51308,-2.26116,Entire home/apt,199,2,0,,,13,0,0,
47992854,3 bed family house Manchester (+free parking),336254295,Jos,Salford,Salford District,53.50208,-2.28108,Entire home/apt,129,5,5,2022-11-19,0.23,3,365,4,
48008089,Comfortable room in Victorian house.,3734654,Louis,Tameside,Tameside District,53.47903,-2.06724,Private room,49,1,13,2022-11-10,1.85,1,85,13,
48014912,"*Delightful* Cottage- Delph, Saddleworth",387044880,Sally,Oldham,Oldham District,53.56981,-2.01386,Entire home/apt,118,3,10,2022-09-12,0.49,2,191,1,
48028584,Stylish Modern Apartment in Central Manchester,387129992,Mike,Manchester,Ancoats and Clayton,53.48912,-2.23459,Entire home/apt,93,3,27,2022-10-20,1.19,1,172,10,
48064071,3-bed house - walking distance from City Centre,6655934,Aude,Salford,Salford District,53.48749,-2.26199,Entire home/apt,154,5,17,2022-12-12,0.81,1,45,7,
48089270,Private room modernly furnished in terraced house,29125638,Ben,Bury,Bury District,53.59039,-2.31507,Private room,27,1,36,2022-10-16,2.12,1,20,24,
48092369,1 bed flat Queen's Terrace Manchester FREE Parking,23637521,Khrissie & Rafael,Salford,Salford District,53.50107,-2.26129,Entire home/apt,57,2,16,2022-09-24,0.74,7,289,10,
48123104,Pet Friendly 2 Bed Apartment close to local bars!,261761249,Jordan,Manchester,Ancoats and Clayton,53.48696,-2.23256,Entire home/apt,131,7,10,2022-07-15,0.55,16,350,4,
48128515,EXCEPTIONAL VIEWS - Top Floor New Islington Aptmnt,8917794,Natalie,Manchester,Bradford,53.48097,-2.22217,Entire home/apt,85,14,9,2022-04-13,0.55,2,215,3,
48164313,STEPPING STONES AT HILLCREST HOLIDAY  HOMES X 2,368424255,Eileen,Oldham,Oldham District,53.54753,-2.00764,Entire home/apt,128,2,35,2022-11-24,1.70,2,327,22,
48170345,Two adjacent double rooms with private bathroom,184058000,Dhugal,Manchester,Whalley Range,53.4496,-2.25922,Private room,48,28,0,,,8,365,0,
48207802,1 Private Bedroom in a peaceful area,162697682,Kelvin,Oldham,Oldham District,53.55183,-2.08729,Private room,48,1,8,2022-06-15,0.38,2,335,3,
48210420,A new flat in a beautiful and quiet location,388969041,Vladimira,Manchester,Ancoats and Clayton,53.48372,-2.22838,Entire home/apt,1096,89,0,,,1,365,0,
48224946,Rusholme Rooms Apartment  4,88945639,Malai,Manchester,Rusholme,53.452702,-2.222565,Entire home/apt,89,1,9,2022-11-20,0.43,6,365,5,
48244386,Cosy Luxurious Upstairs House / Flat - Manchester,389268090,Waqas,Manchester,Fallowfield,53.44864,-2.23336,Private room,73,1,13,2022-07-10,1.28,2,169,13,
48254849,Modern Townhouse in the Heart of West Didsbury,387598364,Josephine,Manchester,Didsbury West,53.42141,-2.24379,Entire home/apt,210,1,4,2022-08-28,0.57,2,173,4,
48257134,Single room with private bathroom and kitchenette,122807195,Nat,Tameside,Tameside District,53.4854,-2.11114,Private room,19,10,42,2022-12-17,2.84,1,183,40,
48277032,The Old Vicarage Coach House,268500065,Stephen,Stockport,Stockport District,53.33568,-2.18103,Entire home/apt,80,2,76,2022-12-24,3.61,1,60,41,
48279285,Double Room with Private bathroom + ONSITE GYM,389523186,John,Oldham,Oldham District,53.55494,-2.1173,Private room,35,5,27,2022-12-16,1.25,3,72,17,
48283838,Tinkers cottage,35502617,Helen,Oldham,Oldham District,53.5692,-1.99282,Private room,100,7,41,2022-10-26,2.00,1,153,17,
48291202,5 Double en-suites bedrooms in heart of Salford,101099776,Marwan,Salford,Salford District,53.48777,-2.2925,Entire home/apt,664,1,0,,,4,365,0,
48294166,Lovely Victorian Terrace in Heaton Norris,197302264,Elizabeth,Stockport,Stockport District,53.4169,-2.1684,Entire home/apt,100,28,0,,,1,0,0,
48321245,Private detached house; large deck/garden wt views,144839528,Stephen,Tameside,Tameside District,53.44193,-2.05644,Entire home/apt,201,1,24,2022-11-20,1.53,1,178,17,
48324592,White Haus,201746366,Airshack,Manchester,Old Moat,53.44135,-2.22127,Entire home/apt,323,2,36,2022-11-20,1.74,25,337,17,
48362870,Large Bright King Sized Room - Short Walk From CC,369624884,Kevin And Laura,Manchester,Miles Platting and Newton Heath,53.49112,-2.21563,Private room,34,2,37,2022-12-09,1.68,55,47,21,
48363206,Clean Spacious Room with Massive Bed and FREE WIFI,369624884,Kevin And Laura,Manchester,Miles Platting and Newton Heath,53.49363,-2.21614,Private room,34,2,28,2022-11-16,1.29,55,39,17,
48363562,Modern Room With Huge Bed - Walk to City Centre!,369624884,Kevin And Laura,Manchester,Miles Platting and Newton Heath,53.49203,-2.2142,Private room,34,2,27,2022-11-25,1.24,55,49,13,
48385982,"3 Bedroom Home. Free Parking, Wi-Fi, Home Working.",34026787,Wayne,Wigan,Wigan District,53.52459,-2.65907,Entire home/apt,148,4,12,2022-10-04,0.67,3,78,3,
48412222,Modern double room in a new built house Manchester,82757492,Ach,Manchester,Crumpsall,53.51387,-2.2249,Private room,52,3,0,,,3,11,0,
48416167,Park Life Festival & Heaton Park Camp Site-Space 9,99175206,Winston,Bury,Bury District,53.53805,-2.26765,Entire home/apt,250,3,1,2022-06-13,0.15,14,360,1,
48437693,ParkLife Festival & Heaton Park Camp Site-Space 10,99175206,Winston,Bury,Bury District,53.53651,-2.26981,Entire home/apt,145,2,0,,,14,360,0,
48440164,Luxury Two Bedroom Apartment In Central Manchester,2331446,Mr,Manchester,Ancoats and Clayton,53.48651,-2.23375,Entire home/apt,67,2,9,2022-12-04,0.47,19,351,3,
48447248,Didsbury Stunning Open Plan 1 Bed Modern Apartment,56111353,Tom,Manchester,Didsbury East,53.41159,-2.22382,Entire home/apt,75,4,23,2022-07-28,1.15,1,0,11,
48459986,Quiet Upstairs Apartment in Chorlton Manchester,391100637,Thomas,Manchester,Chorlton,53.43905,-2.289,Entire home/apt,75,2,43,2022-12-09,2.08,1,171,23,
48461487,One Bedroom Juliet Deluxe Apartment,134730882,John,Salford,Salford District,53.47367,-2.29248,Entire home/apt,125,1,3,2022-12-05,0.18,6,271,1,
48463060,Cosy Ancoats Apartment 10 Mins Walk To City Centre,22002413,Charis,Manchester,Ancoats and Clayton,53.48316,-2.2291,Entire home/apt,117,2,76,2022-12-19,3.59,10,160,46,
48481949,Relaxing 2 Bedroom Apartment in Central Manchester,152064486,Mr,Manchester,Ancoats and Clayton,53.48643,-2.23296,Entire home/apt,90,28,6,2022-08-14,0.31,16,345,1,
48482539,2 Bedroom Apartment in the Heart of Manchester,152064486,Mr,Manchester,Ancoats and Clayton,53.48595,-2.23334,Entire home/apt,90,28,1,2022-10-12,0.39,16,345,1,
48482793,Relaxing 2 Bedroom Apartment In Central Manchester,258709744,Rosetta,Manchester,Ancoats and Clayton,53.48684,-2.23361,Entire home/apt,93,28,7,2021-10-26,0.35,18,342,0,
48483138,Relaxing Two Bed Apartment in Central MANCHESTER,248034547,Rosetta,Manchester,Ancoats and Clayton,53.48735,-2.23436,Entire home/apt,96,28,4,2021-12-01,0.26,17,345,0,
48483220,Monthly 2 Bed in Manchester With a View and Pool,248034547,Rosetta,Manchester,Ancoats and Clayton,53.48615,-2.23451,Entire home/apt,109,28,0,,,17,345,0,
48483584,Beautiful 2 Bedroom Apartment in Manchester Centre,258709744,Rosetta,Manchester,Ancoats and Clayton,53.48736,-2.23338,Entire home/apt,95,28,2,2021-10-13,0.13,18,345,0,
48495445,Stunningly Spacious City Centre Home,28305766,City Superhost,Manchester,Ancoats and Clayton,53.48405,-2.22987,Entire home/apt,162,1,78,2022-12-24,3.72,56,26,49,
48524587,Large room with private living room & bathroom,62975425,Natasha,Stockport,Stockport District,53.39915,-2.17726,Private room,61,1,17,2022-11-29,1.29,1,172,15,
48533940,"Relaxing Two Bed Apartment With View,Manchester",265006671,Jr,Manchester,Ancoats and Clayton,53.4878,-2.23465,Entire home/apt,90,28,5,2022-09-23,0.26,18,325,2,
48534114,Monthly 2 Bed Apartment with pool Manchester,265006671,Jr,Manchester,Ancoats and Clayton,53.48761,-2.23357,Entire home/apt,96,1,0,,,18,343,0,
48541567,Moon House ( Central Location),206814364,Ray,Manchester,Rusholme,53.45171,-2.22027,Entire home/apt,200,3,20,2022-12-16,0.99,4,71,2,
48542206,Newly refurbished home,206814364,Ray,Manchester,Rusholme,53.4514,-2.22692,Entire home/apt,195,7,7,2022-09-13,0.42,4,364,4,
48543808,The Moon House (Central Location),206814364,Ray,Manchester,Rusholme,53.45313,-2.22038,Entire home/apt,200,7,14,2022-11-05,0.85,4,161,11,
48560102,Luxury Three Bed Townhous,391783238,Matt,Salford,Salford District,53.47433,-2.2729,Entire home/apt,116,3,11,2022-08-01,0.52,1,0,1,
48583773,Sunny and perfectly formed room. View of garden,156173310,Tina,Stockport,Stockport District,53.42979,-2.17992,Private room,59,1,12,2022-02-27,0.71,1,83,1,
48610594,Luxury Modern Semi-detached House in OldTrafford,392155344,Osman,Trafford,Trafford District,53.45389,-2.27428,Entire home/apt,469,1,4,2022-12-18,3.16,1,83,4,
48656515,Beautiful house-South Manchester with free parking,92999481,Maria,Manchester,Brooklands,53.40839,-2.29978,Entire home/apt,155,5,7,2022-10-30,0.44,1,364,5,
48679649,Large townhouse with 5 beds & secure parking,28633762,Book My Place,Manchester,Hulme,53.46949,-2.25421,Entire home/apt,189,3,32,2022-12-05,1.72,18,70,16,
48745010,The Adelphi Penthouse,33009300,Nayan,Salford,Salford District,53.48578,-2.26383,Entire home/apt,119,2,20,2022-12-18,2.02,1,85,20,
48780540,"WARM, COSY COTTAGE. DIRECT LINK TO MANCHESTER CITY",393522452,Ann,Bury,Bury District,53.54138,-2.28886,Private room,44,1,23,2022-11-27,1.36,2,363,12,
48810330,Large Friendly Home. 8 Minute Walk to Metrolink.,35311832,Rory,Trafford,Trafford District,53.45399,-2.29208,Private room,214,5,7,2022-06-19,0.39,3,0,2,
48896875,Large Double with Private bathroom + ONSITE GYM,389523186,John,Oldham,Oldham District,53.55393,-2.11736,Private room,35,5,26,2022-12-24,1.50,3,42,18,
48897049,Self-contained flat close to Manchester w/ cinema!,15664859,Emily,Trafford,Trafford District,53.38321,-2.35845,Entire home/apt,65,2,7,2022-05-29,0.43,2,338,3,
48901138,2 BED APT MCR. PICCADILLY STATION,394426430,Gold,Manchester,City Centre,53.4786,-2.22423,Entire home/apt,80,2,84,2022-10-24,4.27,2,0,50,
